availability,category,price,price_incl_tax,product_type,stars,tax,title,upc,publication_year,domain,discount
3,young adult,36.83,36.83,books,5,0.0,"this groundbreaking book is the story of two teenage girls whose friendship blossoms into love and who, despite pressures from family and school that threaten their relationship, promise to be true to each other and their feelings. this book is so truthful and honest, it has been banned from many school libraries and even publicly burned in kansas city.of the author and th this groundbreaking book is the story of two teenage girls whose friendship blossoms into love and who, despite pressures from family and school that threaten their relationship, promise to be true to each other and their feelings. this book is so truthful and honest, it has been banned from many school libraries and even publicly burned in kansas city. of the author and the book, the margaret a. edwards award committee said, “nancy garden has the distinction of being the first author for young adults to create a lesbian love story with a positive ending. using a fluid, readable style, garden opens a window through which readers can find courage to be true to themselves.” ...more",7bf87402413c27ff,,books.toscrape.com,0.0
1,science,29.45,29.45,books,1,0.0,"richard dawkins' brilliant reformulation of the theory of natural selection has the rare distinction of having provoked as much excitement and interest outside the scientific community as within it. his theories have helped change the whole nature of the study of social biology, and have forced thousands of readers to rethink their beliefs about life. in his internationall richard dawkins' brilliant reformulation of the theory of natural selection has the rare distinction of having provoked as much excitement and interest outside the scientific community as within it. his theories have helped change the whole nature of the study of social biology, and have forced thousands of readers to rethink their beliefs about life. in his internationally bestselling, now classic volume, the selfish gene, dawkins explains how the selfish gene can also be a subtle gene. the world of the selfish gene revolves around savage competition, ruthless exploitation, and deceit, and yet, dawkins argues, acts of apparent altruism do exist in nature. bees, for example, will commit suicide when they sting to protect the hive, and birds will risk their lives to warn the flock of an approaching hawk. this 30th anniversary edition of dawkins' fascinating book retains all original material, including the two enlightening chapters added in the second edition. in a new introduction the author presents his thoughts thirty years after the publication of his first and most famous book, while the inclusion of the two-page original foreword by brilliant american scientist robert trivers shows the enthusiastic reaction of the scientific community at that time. this edition is a celebration of a remarkable exposition of evolutionary thought, a work that has been widely hailed for its stylistic brilliance and deep scientific insights, and that continues to stimulate whole new areas of research today. ...more",6f2c0a9adbb2bca9,,books.toscrape.com,0.0
1,fantasy,36.25,36.25,books,3,0.0,"i’m alone in the dark, please can you find me …nine-year-old twins abigail and olivia vow never to be parted. but when abigail goes missing from blackwater farm, dc jennifer knight must find her before it’s too late. twin sister olivia has been mute since abigail’s disappearance. but when she whispers in jennifer’s ear, jennifer realises it is abigail’s voice pleading to b i’m alone in the dark, please can you find me …nine-year-old twins abigail and olivia vow never to be parted. but when abigail goes missing from blackwater farm, dc jennifer knight must find her before it’s too late. twin sister olivia has been mute since abigail’s disappearance. but when she whispers in jennifer’s ear, jennifer realises it is abigail’s voice pleading to be found. a damp and decaying house set in acres of desolate scrubland, the farm is a place of secrets, old and new – and jennifer must unravel them all in order to find the lost girl. but could olivia’s bond with her twin hold the key to finding abigail? and can jennifer break through her silence in time to save her sister’s life? a darkly gripping, page-turning thriller that will enthrall fans of rachel abbott, alex marwood’s the wicked girls and mark edwards. praise for caroline mitchell:‘fan-bloody-tastic! i enjoyed this book so much that i forced myself to read slowly as i just could not bear for it to end… i thought the story was brilliant. the characters were creative and kept me hooked. ‘the twists and turns kept me gasping for more… could not recommend this book any more highly!’ crime book junkie ‘this is a well written supernatural detective story, with a surprising twist that i guarantee will keep you glued to the last page… at times i couldn’t turn the pages quickly enough, it’s atmospheric, gritty and at times just plain scary, and what a twist at the end.’ the book review café ‘with a brilliant cast of crime characters, and a plot that was enough to make me feel dizzy, this was a compelling book that i just couldn't get enough of. every word, every page, every murder, every guess... i couldn't wait for the final piece of the jigsaw to fit into place… the word 'thrilling' just doesn't do this justice.’ becca’s books ...more",9e9932ae1a7d0943,,books.toscrape.com,0.0
1,romance,37.26,37.26,books,4,0.0,"justice lonesome has enjoyed a life of bounty. even so, she’s inherited the curse of the lonesome. a poet’s soul. which means she’s still searching for something. searching for peace. searching for the less…that’s more. and when the foundation of her life is pulled out from under her, grieving, she goes to the mountains to find her oasis. she hits carnal, colorado and deci justice lonesome has enjoyed a life of bounty. even so, she’s inherited the curse of the lonesome. a poet’s soul. which means she’s still searching for something. searching for peace. searching for the less…that’s more. and when the foundation of her life is pulled out from under her, grieving, she goes to the mountains to find her oasis. she hits carnal, colorado and decides to stay. deke hightower lost everything at the age of two. he lost it again at fifteen. his life has not been about bounty. it’s been about learning to live with less, because there’s no way to get more. deke’s also watched all his friends go down to the women who gave them what they needed. he wants that for himself. but he knows that search isn’t going to be easy because he’s a rider. his home is the road. that’s the only place he can breathe. and the woman who takes her place at his side has to do it sitting on the back of his bike. when deke meets justice, he knows she’s not that woman. she’s cute. she’s sweet. and she’s into him, but she’s got it all and deke knows he won’t fit into that. so he holds her at arm’s length. establishes boundaries. and justice will take it because she wants deke any way he’ll let her have him.but when justice finds herself a pawn in a dangerous game, deke makes a decision. when he does, he has no idea he’s just opened himself up to bounty. ...more",abc0b15f2c907ff0,,books.toscrape.com,0.0
1,default,19.69,19.69,books,5,0.0,"an unlikely bond is forged between three men from very different backgrounds when they serve time together in prison. a series of wrong turns and disastrous life choices has led to their incarceration. following their release, mangle, decker and tazeem stick together as they return to a life of crime, embarking on a lucrative scam. but when they stumble upon a sophisticate an unlikely bond is forged between three men from very different backgrounds when they serve time together in prison. a series of wrong turns and disastrous life choices has led to their incarceration. following their release, mangle, decker and tazeem stick together as they return to a life of crime, embarking on a lucrative scam. but when they stumble upon a sophisticated sex-trafficking operation, they soon realise that they are in mortal danger. the disappearance of a family member and the murder of a dear friend lead the three to delve deeper into a world of violence and deception. in their quest for retribution and justice, they put their lives on the line. their paths cross with that of tatiana, who has left her home country for a better life in the west - or so she thinks. she soon realises she is in the hands of ruthless, violent people, who run an operation supplying girls to meet the most deviant desires of rich and powerful men. will she survive the horrors of the zombie room? are mangle, decker and tazeem brave enough to follow her there, in an attempt to set her free? ...more",9c96cd1329fbd82d,,books.toscrape.com,0.0
1,fiction,12.34,12.34,books,5,0.0,"a chilling psychological thriller about a marriage, a way of life, and how far one woman will go to keep what is rightfully hersjodi and todd are at a bad place in their marriage. much is at stake, including the affluent life they lead in their beautiful waterfront condo in chicago, as she, the killer, and he, the victim, rush haplessly toward the main event. he is a commi a chilling psychological thriller about a marriage, a way of life, and how far one woman will go to keep what is rightfully hersjodi and todd are at a bad place in their marriage. much is at stake, including the affluent life they lead in their beautiful waterfront condo in chicago, as she, the killer, and he, the victim, rush haplessly toward the main event. he is a committed cheater. she lives and breathes denial. he exists in dual worlds. she likes to settle scores. he decides to play for keeps. she has nothing left to lose. told in alternating voices, the silent wife is about a marriage in the throes of dissolution, a couple headed for catastrophe, concessions that can’t be made, and promises that won’t be kept. expertly plotted and reminiscent of gone girl and these things hidden, the silent wife ensnares the reader from page one and does not let go. ...more",b78deb463531d078,,books.toscrape.com,0.0
1,classics,43.19,43.19,books,4,0.0,"the story of hong gildong is arguably the single most important work of classic korean fiction. like its english counterpart, robin hood, it has been adapted into countless movies, television shows, novels and comics. its memorable lines are known to virtually every korean by heart. until now, this incredible 19th century fable has been all but inaccessible to english read the story of hong gildong is arguably the single most important work of classic korean fiction. like its english counterpart, robin hood, it has been adapted into countless movies, television shows, novels and comics. its memorable lines are known to virtually every korean by heart. until now, this incredible 19th century fable has been all but inaccessible to english readers.hong gildong, the brilliant but illegitimate son of a government minister, cannot advance in society due to his secondary status, so he leaves home to become the leader of a band of outlaws who rob the rich to give to the poor. on the way to building his own empire and gaining acceptance from his family, hong gildong vanquishes assassins, battles monsters, and conquers kingdoms. minsoo kang's expressive and animated new translation finally makes the original text of this classic available in english, re-introducing a noble and righteous outlaw and sharing a beloved hallmark of korean culture. ...more",32d035df92ab9080,,books.toscrape.com,0.0
1,romance,48.71,48.71,books,1,0.0,"fame, fortune, and stadiums full of screaming fans are right around the corner for the rock band at the heart of stina lindenblatt’s steamy, intense pushing limits series. but it’s an epic love affair that steals the show in this opening act.when nolan kincaid skipped town to chase the music career of his dreams, he knew he wouldn’t miss the reminders of his broken family— fame, fortune, and stadiums full of screaming fans are right around the corner for the rock band at the heart of stina lindenblatt’s steamy, intense pushing limits series. but it’s an epic love affair that steals the show in this opening act.when nolan kincaid skipped town to chase the music career of his dreams, he knew he wouldn’t miss the reminders of his broken family—he wasn’t so sure he could forget the girl he left behind. now his band is touring nonstop, the recording sessions go all night, and the groupies are crazed. but when he hears that hailey wilkins is in trouble, he drops everything.hailey thought she’d missed her chance with nolan. five years ago, the moment she realized she loved him was the moment he decided to leave. now, when a brutal assault lands her in the icu, nolan flies straight to her bedside, acting like nothing’s changed. what’s a rock star like him doing, canceling shows and risking his record deal, just to nurse an old friend back to health? and why should hailey believe he’ll stay this time?with her attacker still at large, nolan’s ready to rise to the occasion. he knows he let hailey down once before, but he’s ready to give her everything, heart and soul—and he’ll fight for the chance to prove it. ...more",d6d98d3508c30f57,,books.toscrape.com,0.0
1,fiction,39.07,39.07,books,5,0.0,"a vibrant debut novel, set in brooklyn and bangladesh, bright lines follows three young women and one family struggling to make peace with secrets and their past. for as long as she can remember, ella has longed to feel at home. orphaned as a child after her parents’ murder, and afflicted with hallucinations at dusk, she’s always felt more at ease in nature than with peopl a vibrant debut novel, set in brooklyn and bangladesh, bright lines follows three young women and one family struggling to make peace with secrets and their past. for as long as she can remember, ella has longed to feel at home. orphaned as a child after her parents’ murder, and afflicted with hallucinations at dusk, she’s always felt more at ease in nature than with people. she traveled from bangladesh to brooklyn to live with the saleems: her uncle anwar, aunt hashi, and their beautiful daughter, charu, her complete opposite. one summer, when ella returns home from college, she discovers charu’s friend maya—an islamic cleric’s runaway daughter—asleep in her bedroom.  as the girls have a summer of clandestine adventure and sexual awakenings, anwar—owner of a popular botanical apothecary—has his own secrets, threatening his thirty-year marriage. but when tragedy strikes, the saleems find themselves blamed. to keep his family from unraveling, anwar takes them on a fated trip to bangladesh, to reckon with the past, their extended family, and each other. ...more",230ac636ea0ea415,,books.toscrape.com,0.0
1,science fiction,44.18,44.18,books,2,0.0,"be careful what you wish for. because you just might get it. zara ruiz is a normal california girl on the verge of graduating high school and thinking about her dawning future. but when dusk brings a shattering loss—and she discovers a priceless object in the shallows of a tide pool—she is thrust a hundred-and-eighty years into the past. there she meets handsome ranchero j be careful what you wish for. because you just might get it. zara ruiz is a normal california girl on the verge of graduating high school and thinking about her dawning future. but when dusk brings a shattering loss—and she discovers a priceless object in the shallows of a tide pool—she is thrust a hundred-and-eighty years into the past. there she meets handsome ranchero javier de la ventura—who has big dreams and bigger secrets—along with his enchanting family, in a land that is at once familiar, and yet utterly foreign. between cattle rustlers, pirates and a growing call for statehood, it is not a peaceful time to be a mexican settler in young alta california. but it is in that time and place that zara must decide if she can find what she longs for most in the past, or if her heart's three wishes can only be resolved in the present. ...more",460f97a346b44bac,,books.toscrape.com,0.0
1,nonfiction,57.82,57.82,books,5,0.0,"an intimate journey across and in search of america, as told by one of its most beloved writers, in a deluxe centennial edition in september 1960, john steinbeck embarked on a journey across america. he felt that he might have lost touch with the country, with its speech, the smell of its grass and trees, its color and quality of light, the pulse of its people. to reassure an intimate journey across and in search of america, as told by one of its most beloved writers, in a deluxe centennial edition in september 1960, john steinbeck embarked on a journey across america. he felt that he might have lost touch with the country, with its speech, the smell of its grass and trees, its color and quality of light, the pulse of its people. to reassure himself, he set out on a voyage of rediscovery of the american identity, accompanied by a distinguished french poodle named charley; and riding in a three-quarter-ton pickup truck named rocinante.   his course took him through almost forty states: northward from long island to maine; through the midwest to chicago; onward by way of minnesota, north dakota, montana (with which he fell in love), and idaho to seattle, south to san francisco and his birthplace, salinas; eastward through the mojave, new mexico, arizona, to the vast hospitality of texas, to new orleans and a shocking drama of desegregation; finally, on the last leg, through alabama, virginia, pennsylvania, and new jersey to new york.  travels with charley in search of america is an intimate look at one of america's most beloved writers in the later years of his life—a self-portrait of a man who never wrote an explicit autobiography. written during a time of upheaval and racial tension in the south—which steinbeck witnessed firsthand—travels with charley is a stunning evocation of america on the eve of a tumultuous decade.  ...more",0268f149d014b389,1960.0,books.toscrape.com,0.0
1,poetry,30.95,30.95,books,4,0.0,"drawn from the most intimate and personal associations, pablo neruda's most beloved collection of poetry juxtaposes the exuberance of youthful passion with the desolation of grief, the sensuality of the body with the metaphorical nuances of nature. pulitzer prize-winning poet w. s. merwin's masterly translation faces the original spanish text. this edition also features an drawn from the most intimate and personal associations, pablo neruda's most beloved collection of poetry juxtaposes the exuberance of youthful passion with the desolation of grief, the sensuality of the body with the metaphorical nuances of nature. pulitzer prize-winning poet w. s. merwin's masterly translation faces the original spanish text. this edition also features an insightful introduction by cristina garcia. more than eighty years after its publication, twenty love poems and a song of despair stands as an essential collection that continues to inspire lovers and poets around the world. ...more",e63c3f25338baf9a,,books.toscrape.com,0.0
1,sequential art,36.52,36.52,books,2,0.0,"every ninety years, twelve gods incarnate as humans. they are loved. they are hated. in two years, they are dead. the team behind critical tongue-attractors like young avengers and phonogram reunite to create a world where gods are the ultimate pop stars and pop stars are the ultimate gods. but remember: just because you’re immortal, doesn’t mean you’re going to live forev every ninety years, twelve gods incarnate as humans. they are loved. they are hated. in two years, they are dead. the team behind critical tongue-attractors like young avengers and phonogram reunite to create a world where gods are the ultimate pop stars and pop stars are the ultimate gods. but remember: just because you’re immortal, doesn’t mean you’re going to live forever. collects the wicked + the divine #1-5 ...more",dac9d1e654fac737,,books.toscrape.com,0.0
1,sports and games,40.44,40.44,books,4,0.0,"hailed by jami davenport as her “go-to author for hockey romance,” the bestselling author of the heller brothers hockey series sets the ice ablaze with another sexy novel featuring the gorgeous men of the chicago aces.duncan armstrong may be an nhl star, but he’s a country boy at heart. his ultimate fantasy is going home with the stanley cup, not a gold-digging airhead who hailed by jami davenport as her “go-to author for hockey romance,” the bestselling author of the heller brothers hockey series sets the ice ablaze with another sexy novel featuring the gorgeous men of the chicago aces.duncan armstrong may be an nhl star, but he’s a country boy at heart. his ultimate fantasy is going home with the stanley cup, not a gold-digging airhead who aspires to be a trophy wife and nothing more. newly single and hoping to enjoy a night out with his teammates, he ends up hitting it off with a down-to-earth waitress who’s a complete breath of fresh air—until duncan learns that she’s a part-time model. he tries to forget about her, but their sizzling chemistry has him coming back for more.amber is working hard to put herself through school, and has zero interest in dating a professional athlete. she’s seen firsthand how fame and fortune can mess with their heads—her father’s brilliant football career ended in a firestorm of addiction and infidelity. so duncan’s attentions immediately have her on the defensive. still, there’s something different about him. and once she stops trying to freeze him out, irresistible temptation turns into all-consuming passion. ...more",3455b45888fb5053,,books.toscrape.com,0.0
1,fantasy,53.82,53.82,books,2,0.0,"you think it's safe to walk alone at night. it's not. you think the only threat is other humans. it's not. monsters are real. demons are real. vampires are real. and i'm about to become one of them. my name is arianna spero. i was an ordinary girl, living an ordinary life, until my mother lapsed into a coma. now, i am her only hope. she made a deal with the devil, and on m you think it's safe to walk alone at night. it's not. you think the only threat is other humans. it's not. monsters are real. demons are real. vampires are real. and i'm about to become one of them. my name is arianna spero. i was an ordinary girl, living an ordinary life, until my mother lapsed into a coma. now, i am her only hope. she made a deal with the devil, and on my 18th birthday he came to collect. but there's a way to save her. there's something the princes of hell want more than my mother. me. so i signed my soul away and promised to pick a prince to marry. i would take the blood oath, become one of them, and give them an heir. i would become a princess of hell, and my mother would live. i expected fire and brimstone. i expected pain and misery. i didn't expect beauty. i didn't expect magic. i didn't expect love. but the princes are keeping secrets from me. secrets that could shatter everything. scroll up and click the buy button now to uncover the truth... ...more",dab5e75d1339706a,,books.toscrape.com,0.0
